user_id,feedback_type,severity,sentiment,feature_area,resolved,created_date
5197,AI Accuracy,Low,Negative,Grocery List AI,0,2025-11-10
3322,UX Issue,Medium,Negative,Scheduling AI,0,2025-11-12
2636,Bug,Low,Positive,Grocery List AI,0,2026-01-23
4115,Bug,Low,Neutral,Scheduling AI,1,2025-08-24
5090,AI Accuracy,Medium,Negative,Scheduling AI,0,2025-12-20
4004,Feature Request,Low,Positive,Meal Recommendation AI,1,2025-11-07
1329,UX Issue,Low,Negative,Meal Recommendation AI,0,2026-01-14
4640,UX Issue,High,Negative,Meal Recommendation AI,0,2025-08-22
4894,Feature Request,High,Positive,Meal Recommendation AI,0,2025-12-09
5107,Bug,Low,Positive,Scheduling AI,0,2026-01-06
2341,Bug,Low,Positive,Grocery List AI,0,2025-09-12
4663,UX Issue,Low,Negative,Scheduling AI,0,2025-10-22
1215,UX Issue,Low,Positive,Meal Recommendation AI,1,2025-09-12
1338,Feature Request,High,Neutral,Meal Recommendation AI,0,2025-11-23
5062,AI Accuracy,Low,Neutral,Grocery List AI,0,2025-08-22
3708,UX Issue,High,Negative,Meal Recommendation AI,0,2025-11-03
4152,UX Issue,Low,Positive,Scheduling AI,0,2025-09-04
2750,Feature Request,High,Positive,Scheduling AI,0,2025-11-26
3421,AI Accuracy,Low,Negative,Scheduling AI,0,2026-01-29
1709,AI Accuracy,High,Negative,Scheduling AI,0,2025-12-02
4726,Bug,Low,Negative,Scheduling AI,0,2025-12-21
4642,AI Accuracy,Medium,Positive,Grocery List AI,1,2026-01-18
4993,UX Issue,Low,Neutral,Scheduling AI,0,2025-09-17
1488,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-09-05
1046,AI Accuracy,High,Neutral,Meal Recommendation AI,1,2026-01-28
4359,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-11-23
5873,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-08-29
5806,Bug,Medium,Positive,Grocery List AI,0,2025-09-13
1400,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-10-26
4990,Bug,Low,Negative,Grocery List AI,1,2025-11-18
4157,UX Issue,Low,Positive,Meal Recommendation AI,0,2025-11-18
5345,UX Issue,Low,Neutral,Grocery List AI,1,2025-10-07
1390,UX Issue,Medium,Neutral,Grocery List AI,0,2025-08-13
4853,UX Issue,Low,Neutral,Grocery List AI,1,2025-12-04
5430,Feature Request,Low,Positive,Meal Recommendation AI,1,2025-12-27
1628,AI Accuracy,Medium,Negative,Grocery List AI,1,2025-11-13
5232,UX Issue,High,Negative,Scheduling AI,1,2026-01-21
3930,Bug,Low,Neutral,Scheduling AI,0,2025-10-29
2521,Bug,Low,Positive,Meal Recommendation AI,0,2025-09-24
1826,Bug,Low,Negative,Scheduling AI,1,2025-10-07
5822,UX Issue,Low,Neutral,Scheduling AI,1,2025-12-04
2500,Feature Request,Low,Negative,Scheduling AI,1,2025-09-22
4294,UX Issue,Medium,Neutral,Meal Recommendation AI,1,2025-09-30
3419,UX Issue,Medium,Positive,Meal Recommendation AI,1,2025-10-16
1934,AI Accuracy,High,Positive,Scheduling AI,1,2025-10-17
4042,UX Issue,Low,Negative,Meal Recommendation AI,0,2026-01-04
5497,AI Accuracy,High,Neutral,Grocery List AI,0,2025-12-22
2466,AI Accuracy,Low,Negative,Scheduling AI,1,2025-10-06
4561,Bug,Medium,Positive,Meal Recommendation AI,0,2025-11-15
1614,AI Accuracy,High,Neutral,Meal Recommendation AI,0,2026-01-23
2182,AI Accuracy,Low,Neutral,Scheduling AI,0,2026-01-12
4223,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-08-21
3667,Bug,High,Negative,Scheduling AI,1,2026-01-22
1130,UX Issue,Low,Positive,Meal Recommendation AI,1,2025-11-27
3983,UX Issue,High,Neutral,Grocery List AI,0,2025-12-05
5278,Feature Request,Low,Positive,Scheduling AI,1,2025-10-08
5459,Feature Request,High,Neutral,Grocery List AI,1,2025-11-08
1038,AI Accuracy,Low,Neutral,Scheduling AI,0,2026-02-04
4959,Feature Request,Low,Negative,Meal Recommendation AI,0,2025-10-02
4587,Feature Request,Medium,Negative,Grocery List AI,0,2026-01-04
1920,Feature Request,Low,Neutral,Meal Recommendation AI,1,2025-09-17
3769,AI Accuracy,Low,Neutral,Scheduling AI,1,2025-08-28
5111,Bug,Low,Negative,Scheduling AI,0,2026-01-04
1492,UX Issue,Low,Negative,Scheduling AI,1,2025-12-11
2131,AI Accuracy,Low,Positive,Scheduling AI,0,2025-09-06
4521,UX Issue,Low,Neutral,Scheduling AI,0,2025-11-06
1310,AI Accuracy,High,Neutral,Grocery List AI,0,2026-02-01
1738,AI Accuracy,Low,Positive,Scheduling AI,0,2026-01-13
4241,Feature Request,Medium,Positive,Meal Recommendation AI,0,2026-01-07
1545,AI Accuracy,Low,Positive,Grocery List AI,0,2025-10-30
3461,UX Issue,Low,Negative,Meal Recommendation AI,0,2025-09-09
5346,UX Issue,High,Neutral,Scheduling AI,0,2026-01-06
5854,AI Accuracy,Low,Positive,Meal Recommendation AI,1,2025-11-07
2804,Bug,High,Positive,Grocery List AI,0,2025-09-10
4212,AI Accuracy,Low,Negative,Grocery List AI,0,2025-09-14
4810,AI Accuracy,High,Negative,Grocery List AI,1,2025-11-30
1813,AI Accuracy,Medium,Neutral,Meal Recommendation AI,0,2025-08-12
5124,AI Accuracy,High,Neutral,Grocery List AI,1,2025-10-27
3032,AI Accuracy,Medium,Negative,Meal Recommendation AI,1,2025-12-09
5572,Feature Request,Medium,Positive,Scheduling AI,0,2025-08-17
5413,Bug,Low,Positive,Scheduling AI,1,2026-01-11
1244,AI Accuracy,Low,Neutral,Meal Recommendation AI,1,2026-01-13
5843,Feature Request,High,Positive,Grocery List AI,1,2025-09-29
5792,Feature Request,Low,Neutral,Meal Recommendation AI,1,2025-10-31
1271,Feature Request,Low,Negative,Meal Recommendation AI,0,2025-09-15
4511,UX Issue,High,Negative,Meal Recommendation AI,1,2025-09-30
2771,AI Accuracy,Low,Neutral,Scheduling AI,0,2025-11-16
2262,AI Accuracy,High,Negative,Meal Recommendation AI,0,2025-08-20
3424,Feature Request,High,Positive,Scheduling AI,0,2025-08-17
5361,Feature Request,Medium,Positive,Meal Recommendation AI,0,2026-02-01
1920,AI Accuracy,High,Negative,Scheduling AI,0,2025-09-23
4430,UX Issue,Low,Negative,Meal Recommendation AI,1,2025-12-21
5435,Bug,Low,Positive,Meal Recommendation AI,1,2026-01-27
5484,Feature Request,Medium,Neutral,Grocery List AI,0,2025-08-28
3624,Bug,Low,Negative,Grocery List AI,1,2026-01-03
4760,Feature Request,High,Negative,Meal Recommendation AI,1,2025-11-13
3050,UX Issue,High,Negative,Meal Recommendation AI,0,2025-09-26
4500,UX Issue,Medium,Neutral,Meal Recommendation AI,0,2025-12-02
2165,Feature Request,Low,Positive,Meal Recommendation AI,1,2025-10-22
1375,AI Accuracy,High,Neutral,Grocery List AI,1,2026-01-02
3033,UX Issue,Medium,Positive,Scheduling AI,1,2025-11-12
1145,Feature Request,Medium,Negative,Meal Recommendation AI,1,2025-11-09
5388,AI Accuracy,Low,Neutral,Grocery List AI,0,2025-09-05
1431,Feature Request,High,Neutral,Meal Recommendation AI,0,2025-12-12
1704,UX Issue,Medium,Negative,Meal Recommendation AI,1,2025-09-21
3632,Bug,High,Neutral,Scheduling AI,0,2026-01-19
5494,AI Accuracy,High,Neutral,Meal Recommendation AI,1,2025-09-09
1963,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-09-17
3234,UX Issue,Medium,Negative,Scheduling AI,1,2025-09-27
3041,AI Accuracy,High,Negative,Scheduling AI,1,2026-02-01
2828,Feature Request,Low,Positive,Scheduling AI,0,2026-01-29
3108,Feature Request,High,Negative,Scheduling AI,1,2026-01-10
5068,AI Accuracy,High,Negative,Grocery List AI,1,2026-01-12
1938,UX Issue,Medium,Positive,Grocery List AI,1,2026-01-26
5805,UX Issue,High,Positive,Grocery List AI,1,2026-01-23
1806,UX Issue,High,Negative,Meal Recommendation AI,0,2025-10-03
2463,Bug,High,Positive,Scheduling AI,1,2025-08-17
4415,Feature Request,Low,Negative,Scheduling AI,1,2025-12-28
1010,Feature Request,Low,Neutral,Grocery List AI,0,2025-09-11
2868,Feature Request,Medium,Neutral,Meal Recommendation AI,1,2025-08-10
5867,UX Issue,High,Positive,Meal Recommendation AI,1,2026-01-17
1884,Bug,Medium,Negative,Meal Recommendation AI,1,2025-11-21
4564,Feature Request,High,Neutral,Grocery List AI,0,2025-12-15
2389,Feature Request,Low,Neutral,Meal Recommendation AI,1,2025-08-14
4401,Bug,Medium,Negative,Meal Recommendation AI,1,2025-10-08
5321,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-08-31
1824,Feature Request,High,Negative,Scheduling AI,0,2025-12-21
3265,AI Accuracy,Medium,Neutral,Grocery List AI,0,2025-09-09
1936,AI Accuracy,Low,Neutral,Scheduling AI,1,2025-11-22
3800,AI Accuracy,Low,Negative,Scheduling AI,1,2025-10-04
3553,Bug,High,Negative,Grocery List AI,0,2025-12-19
4845,Bug,Medium,Neutral,Scheduling AI,0,2025-12-05
2796,Feature Request,Low,Positive,Meal Recommendation AI,0,2025-12-09
1053,Feature Request,High,Negative,Meal Recommendation AI,1,2026-01-18
1726,UX Issue,High,Neutral,Meal Recommendation AI,0,2025-10-20
3736,Bug,High,Negative,Meal Recommendation AI,0,2025-12-19
4170,UX Issue,Medium,Neutral,Grocery List AI,0,2025-12-04
2913,UX Issue,Medium,Positive,Scheduling AI,1,2026-01-24
2596,AI Accuracy,High,Negative,Scheduling AI,0,2026-01-02
2914,Feature Request,Medium,Positive,Meal Recommendation AI,0,2025-10-26
3466,Feature Request,High,Neutral,Meal Recommendation AI,1,2025-11-10
3737,UX Issue,Low,Neutral,Scheduling AI,0,2026-01-11
1849,AI Accuracy,Medium,Neutral,Grocery List AI,0,2025-09-26
3109,Feature Request,Low,Negative,Scheduling AI,1,2025-09-17
1002,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-08-19
5255,Feature Request,Low,Negative,Meal Recommendation AI,1,2025-12-18
5069,Bug,Low,Positive,Grocery List AI,0,2025-11-19
5876,UX Issue,High,Positive,Scheduling AI,1,2025-08-14
1892,AI Accuracy,Low,Neutral,Grocery List AI,0,2025-09-22
3030,Feature Request,High,Negative,Grocery List AI,1,2025-12-12
4160,Feature Request,High,Negative,Meal Recommendation AI,0,2026-01-18
3376,UX Issue,Medium,Negative,Scheduling AI,0,2026-01-01
5675,Bug,Low,Neutral,Meal Recommendation AI,1,2025-08-29
2933,AI Accuracy,High,Neutral,Scheduling AI,1,2025-09-06
2380,UX Issue,Medium,Neutral,Meal Recommendation AI,0,2026-01-29
4681,Feature Request,High,Positive,Meal Recommendation AI,1,2026-01-23
2290,Bug,High,Positive,Scheduling AI,0,2025-10-02
2640,AI Accuracy,High,Negative,Scheduling AI,1,2025-10-16
3682,Feature Request,Medium,Positive,Meal Recommendation AI,0,2025-11-28
1987,UX Issue,Low,Positive,Scheduling AI,1,2025-10-28
2218,UX Issue,Medium,Positive,Meal Recommendation AI,0,2025-11-07
2355,AI Accuracy,Low,Negative,Scheduling AI,0,2025-12-25
5265,Bug,High,Negative,Meal Recommendation AI,0,2025-10-19
5616,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-08-30
5135,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-10-18
2560,AI Accuracy,High,Neutral,Grocery List AI,1,2026-01-10
2418,Bug,Medium,Negative,Scheduling AI,1,2025-11-21
1954,Feature Request,Low,Positive,Meal Recommendation AI,0,2026-01-04
1983,Feature Request,Medium,Positive,Grocery List AI,0,2025-11-06
1974,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-10-03
5133,UX Issue,Low,Negative,Grocery List AI,1,2025-10-02
4972,UX Issue,High,Neutral,Meal Recommendation AI,0,2025-12-15
1913,Feature Request,Low,Neutral,Meal Recommendation AI,1,2025-09-10
5549,Bug,High,Neutral,Grocery List AI,1,2025-10-25
1036,AI Accuracy,High,Positive,Grocery List AI,1,2025-10-23
4387,Feature Request,Low,Positive,Scheduling AI,0,2025-08-21
2711,AI Accuracy,Medium,Positive,Scheduling AI,0,2026-01-22
4020,UX Issue,Low,Neutral,Grocery List AI,0,2025-08-17
1795,AI Accuracy,High,Negative,Scheduling AI,0,2025-10-24
5036,AI Accuracy,Medium,Neutral,Grocery List AI,0,2025-10-11
5688,UX Issue,Medium,Positive,Scheduling AI,0,2025-12-19
4111,UX Issue,Low,Neutral,Meal Recommendation AI,1,2025-11-04
2324,AI Accuracy,Low,Negative,Scheduling AI,0,2025-08-18
1317,Feature Request,Low,Positive,Meal Recommendation AI,0,2025-09-14
3396,UX Issue,Low,Positive,Meal Recommendation AI,1,2025-10-18
3162,AI Accuracy,Medium,Neutral,Scheduling AI,1,2025-08-26
3745,Feature Request,High,Negative,Grocery List AI,1,2025-12-14
2591,AI Accuracy,High,Negative,Meal Recommendation AI,0,2025-08-27
4111,UX Issue,Medium,Negative,Meal Recommendation AI,1,2026-02-02
4930,Feature Request,High,Negative,Scheduling AI,1,2025-11-29
2996,AI Accuracy,High,Negative,Grocery List AI,0,2025-09-25
2312,AI Accuracy,High,Negative,Grocery List AI,1,2025-09-20
2285,UX Issue,Medium,Neutral,Scheduling AI,0,2025-12-15
5311,Bug,Low,Positive,Grocery List AI,0,2025-09-01
3383,UX Issue,Low,Negative,Scheduling AI,0,2025-11-01
4239,Feature Request,High,Neutral,Scheduling AI,0,2026-01-05
3139,UX Issue,Low,Positive,Scheduling AI,0,2025-12-01
2704,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-11-06
1362,UX Issue,Medium,Neutral,Meal Recommendation AI,0,2025-11-28
3604,Feature Request,Medium,Negative,Meal Recommendation AI,1,2025-08-24
2716,AI Accuracy,Medium,Negative,Scheduling AI,1,2025-09-03
5451,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2025-11-10
5286,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2026-01-03
4738,UX Issue,Medium,Neutral,Meal Recommendation AI,1,2025-11-29
3469,Bug,High,Neutral,Scheduling AI,1,2025-11-09
5795,AI Accuracy,High,Neutral,Scheduling AI,0,2025-08-17
1556,UX Issue,High,Negative,Scheduling AI,0,2025-11-02
1825,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-10-20
3808,Bug,Medium,Neutral,Grocery List AI,0,2025-08-12
5521,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-12-14
3719,UX Issue,High,Positive,Meal Recommendation AI,1,2025-11-23
4508,Feature Request,Medium,Negative,Scheduling AI,0,2025-12-18
4741,Feature Request,Medium,Neutral,Scheduling AI,0,2025-10-15
2574,UX Issue,Medium,Negative,Meal Recommendation AI,0,2025-10-14
4998,AI Accuracy,Medium,Positive,Meal Recommendation AI,1,2025-11-02
3129,UX Issue,Low,Positive,Grocery List AI,0,2026-01-11
3403,AI Accuracy,Medium,Neutral,Grocery List AI,0,2025-09-26
4329,AI Accuracy,Low,Negative,Scheduling AI,1,2025-08-10
1588,UX Issue,High,Neutral,Grocery List AI,0,2025-09-19
3012,AI Accuracy,Low,Negative,Grocery List AI,0,2025-09-13
2547,AI Accuracy,Low,Neutral,Scheduling AI,1,2025-10-20
1294,Feature Request,Medium,Neutral,Grocery List AI,0,2025-11-28
2985,Bug,High,Positive,Meal Recommendation AI,1,2025-11-13
4117,UX Issue,Medium,Negative,Grocery List AI,1,2025-09-01
2690,AI Accuracy,Low,Positive,Scheduling AI,0,2025-11-12
2136,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-10-09
3064,Bug,Low,Negative,Grocery List AI,0,2025-11-25
5455,AI Accuracy,High,Negative,Meal Recommendation AI,1,2026-01-16
5795,AI Accuracy,High,Neutral,Meal Recommendation AI,0,2026-01-09
5543,UX Issue,Medium,Negative,Grocery List AI,1,2026-01-28
5770,UX Issue,Low,Negative,Grocery List AI,1,2025-11-12
2007,UX Issue,High,Positive,Scheduling AI,0,2025-12-06
3514,AI Accuracy,Low,Negative,Scheduling AI,1,2025-09-02
4526,AI Accuracy,Medium,Positive,Meal Recommendation AI,0,2026-02-02
5681,Bug,Low,Neutral,Scheduling AI,1,2026-01-29
2247,AI Accuracy,High,Positive,Meal Recommendation AI,1,2026-02-01
4902,Feature Request,Low,Positive,Meal Recommendation AI,0,2025-09-25
2435,Feature Request,Medium,Neutral,Scheduling AI,0,2025-09-19
1571,UX Issue,High,Neutral,Scheduling AI,1,2025-10-03
3382,AI Accuracy,Medium,Negative,Scheduling AI,1,2026-01-21
2245,AI Accuracy,Low,Positive,Grocery List AI,1,2026-01-23
3084,UX Issue,High,Neutral,Meal Recommendation AI,0,2025-10-10
1277,Bug,Medium,Positive,Meal Recommendation AI,0,2026-01-29
2887,Bug,Medium,Negative,Meal Recommendation AI,0,2025-10-24
5579,AI Accuracy,Low,Negative,Scheduling AI,1,2026-01-30
2265,AI Accuracy,Medium,Negative,Scheduling AI,0,2025-12-03
5826,Bug,Medium,Negative,Scheduling AI,0,2025-08-11
2040,Feature Request,Low,Neutral,Scheduling AI,1,2026-01-06
1917,Bug,Low,Negative,Scheduling AI,0,2026-01-14
1885,AI Accuracy,High,Neutral,Grocery List AI,0,2025-09-05
3752,UX Issue,Low,Neutral,Scheduling AI,0,2025-09-02
1021,Feature Request,Low,Negative,Meal Recommendation AI,1,2025-10-10
5569,Feature Request,Medium,Positive,Scheduling AI,0,2025-11-13
4191,UX Issue,High,Negative,Meal Recommendation AI,0,2025-08-22
3353,AI Accuracy,Low,Negative,Scheduling AI,0,2025-09-25
5799,UX Issue,Medium,Neutral,Scheduling AI,1,2025-09-15
1686,AI Accuracy,Low,Positive,Meal Recommendation AI,1,2025-11-07
1284,UX Issue,Low,Positive,Meal Recommendation AI,0,2025-08-21
5811,Bug,Low,Negative,Meal Recommendation AI,0,2025-10-07
4747,UX Issue,High,Negative,Meal Recommendation AI,1,2025-10-22
1762,Feature Request,Low,Positive,Grocery List AI,1,2025-11-28
3428,AI Accuracy,Low,Neutral,Meal Recommendation AI,1,2025-11-02
3507,Feature Request,Medium,Negative,Scheduling AI,1,2025-11-20
1028,Bug,High,Negative,Scheduling AI,1,2025-08-18
1906,AI Accuracy,Low,Positive,Grocery List AI,1,2026-02-04
4104,AI Accuracy,Medium,Positive,Meal Recommendation AI,0,2025-09-08
4999,UX Issue,Low,Negative,Scheduling AI,0,2025-12-05
3994,AI Accuracy,Medium,Positive,Grocery List AI,0,2025-09-04
3506,Feature Request,Medium,Positive,Scheduling AI,1,2026-01-18
5665,Bug,Medium,Negative,Grocery List AI,1,2025-12-19
4609,UX Issue,Low,Negative,Grocery List AI,1,2025-09-21
4553,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2026-02-04
2453,UX Issue,Low,Positive,Grocery List AI,0,2025-09-21
5833,Feature Request,Low,Positive,Scheduling AI,0,2025-09-07
4356,AI Accuracy,Low,Positive,Scheduling AI,0,2025-10-21
1515,UX Issue,High,Negative,Meal Recommendation AI,1,2025-08-16
1038,UX Issue,High,Neutral,Meal Recommendation AI,1,2025-09-28
4342,UX Issue,High,Negative,Grocery List AI,0,2025-09-16
1886,AI Accuracy,High,Negative,Meal Recommendation AI,0,2025-12-29
3844,Feature Request,Medium,Neutral,Scheduling AI,1,2025-12-27
3204,AI Accuracy,High,Positive,Scheduling AI,0,2025-11-15
2098,AI Accuracy,Low,Neutral,Meal Recommendation AI,1,2026-01-20
2823,Bug,Medium,Negative,Meal Recommendation AI,0,2025-10-01
4201,Feature Request,Medium,Negative,Meal Recommendation AI,0,2025-10-11
4155,AI Accuracy,Medium,Positive,Grocery List AI,0,2025-11-04
4093,AI Accuracy,High,Negative,Grocery List AI,0,2025-09-24
4530,AI Accuracy,Low,Negative,Scheduling AI,1,2026-02-02
4778,AI Accuracy,Low,Negative,Grocery List AI,0,2026-01-22
3896,AI Accuracy,High,Positive,Grocery List AI,0,2025-12-01
4453,AI Accuracy,Low,Neutral,Grocery List AI,0,2025-11-02
4511,UX Issue,Medium,Negative,Grocery List AI,0,2025-11-11
1988,Feature Request,High,Neutral,Scheduling AI,0,2025-10-14
5116,UX Issue,Medium,Neutral,Meal Recommendation AI,0,2025-08-30
5964,Feature Request,Medium,Positive,Scheduling AI,1,2025-08-28
5026,AI Accuracy,Low,Neutral,Grocery List AI,1,2025-09-29
5179,Bug,Low,Neutral,Meal Recommendation AI,0,2025-08-17
2682,Feature Request,High,Negative,Meal Recommendation AI,0,2026-01-21
5665,Feature Request,Medium,Neutral,Meal Recommendation AI,0,2025-12-30
4963,Feature Request,Medium,Neutral,Scheduling AI,0,2025-09-03
1933,Bug,Low,Negative,Meal Recommendation AI,1,2025-08-13
4598,UX Issue,Low,Positive,Scheduling AI,1,2026-01-09
4233,AI Accuracy,High,Neutral,Scheduling AI,1,2026-01-24
2980,UX Issue,Low,Negative,Grocery List AI,0,2025-11-30
2855,Feature Request,Medium,Negative,Grocery List AI,0,2026-01-06
4056,Feature Request,Low,Negative,Meal Recommendation AI,1,2025-11-01
1792,UX Issue,High,Negative,Meal Recommendation AI,0,2025-09-23
1791,AI Accuracy,High,Positive,Grocery List AI,0,2026-01-02
2809,UX Issue,Medium,Negative,Scheduling AI,1,2026-01-04
3255,Bug,Low,Positive,Scheduling AI,1,2025-10-11
4610,UX Issue,Medium,Negative,Grocery List AI,1,2025-12-28
2607,UX Issue,High,Neutral,Scheduling AI,0,2025-11-01
1984,AI Accuracy,Medium,Negative,Grocery List AI,0,2025-08-18
4676,UX Issue,High,Negative,Grocery List AI,0,2025-08-18
4380,Bug,Medium,Negative,Meal Recommendation AI,1,2025-09-27
1519,Feature Request,High,Positive,Meal Recommendation AI,0,2025-08-15
1590,Feature Request,Medium,Neutral,Grocery List AI,1,2025-08-29
2050,UX Issue,Low,Negative,Meal Recommendation AI,1,2025-12-24
4633,UX Issue,Low,Negative,Grocery List AI,0,2025-11-16
5444,AI Accuracy,Low,Positive,Scheduling AI,0,2026-02-02
1959,Feature Request,High,Negative,Scheduling AI,0,2025-11-23
1692,UX Issue,High,Negative,Scheduling AI,1,2025-10-11
4899,UX Issue,High,Neutral,Scheduling AI,1,2025-12-04
5473,UX Issue,Low,Negative,Grocery List AI,1,2025-10-17
3946,Bug,Low,Neutral,Scheduling AI,0,2025-12-27
1526,AI Accuracy,High,Neutral,Scheduling AI,0,2026-01-18
4224,Feature Request,Medium,Neutral,Scheduling AI,1,2025-11-30
3253,AI Accuracy,Low,Negative,Scheduling AI,0,2025-10-25
4344,UX Issue,Medium,Negative,Grocery List AI,1,2025-09-20
4965,AI Accuracy,Low,Neutral,Scheduling AI,1,2025-12-21
2875,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-12-12
2763,UX Issue,Medium,Negative,Meal Recommendation AI,0,2025-08-15
1520,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-11-22
2016,UX Issue,High,Positive,Meal Recommendation AI,0,2025-10-31
1116,Bug,Low,Negative,Meal Recommendation AI,1,2026-01-10
3433,AI Accuracy,Low,Neutral,Meal Recommendation AI,1,2025-09-03
1583,Feature Request,Low,Neutral,Grocery List AI,1,2025-08-23
1394,UX Issue,High,Positive,Meal Recommendation AI,1,2026-01-14
4788,Feature Request,Medium,Neutral,Scheduling AI,0,2026-01-10
3768,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-08-26
5167,AI Accuracy,Low,Neutral,Grocery List AI,1,2025-11-24
4860,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-10-13
1273,AI Accuracy,Medium,Positive,Scheduling AI,1,2025-12-16
3013,AI Accuracy,High,Neutral,Scheduling AI,1,2025-10-15
5433,Feature Request,High,Negative,Grocery List AI,0,2025-09-12
2389,Bug,Low,Negative,Grocery List AI,0,2025-08-18
4566,Feature Request,Medium,Positive,Grocery List AI,1,2026-01-24
5702,Feature Request,High,Neutral,Grocery List AI,1,2026-02-02
1165,AI Accuracy,Low,Positive,Meal Recommendation AI,0,2025-10-08
2567,AI Accuracy,High,Neutral,Meal Recommendation AI,1,2025-09-23
1728,AI Accuracy,Low,Negative,Scheduling AI,1,2025-09-24
3043,AI Accuracy,High,Negative,Grocery List AI,1,2025-11-15
5197,UX Issue,High,Positive,Grocery List AI,0,2025-12-22
4496,UX Issue,High,Negative,Meal Recommendation AI,0,2025-10-01
1778,UX Issue,High,Negative,Grocery List AI,1,2025-11-11
1213,UX Issue,Low,Neutral,Scheduling AI,1,2025-10-13
4762,Feature Request,High,Neutral,Scheduling AI,0,2025-08-22
2576,Feature Request,Low,Negative,Grocery List AI,1,2025-08-10
3448,AI Accuracy,Low,Negative,Scheduling AI,1,2026-01-27
3936,Bug,High,Neutral,Scheduling AI,0,2025-09-07
4117,Bug,High,Neutral,Meal Recommendation AI,1,2026-01-24
1591,AI Accuracy,High,Positive,Scheduling AI,1,2025-10-12
3720,UX Issue,Low,Negative,Grocery List AI,0,2025-11-09
1713,UX Issue,High,Neutral,Grocery List AI,0,2025-12-05
1935,Bug,High,Positive,Scheduling AI,1,2025-10-24
5337,Bug,Low,Negative,Grocery List AI,0,2025-11-24
1001,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-11-20
3848,UX Issue,Low,Negative,Scheduling AI,1,2025-12-27
5044,UX Issue,Low,Neutral,Scheduling AI,1,2025-09-23
2949,UX Issue,High,Positive,Scheduling AI,1,2026-01-19
1917,AI Accuracy,Medium,Neutral,Grocery List AI,1,2025-10-09
4174,Bug,High,Positive,Grocery List AI,0,2025-10-02
3241,Feature Request,High,Negative,Scheduling AI,0,2025-08-11
1089,Feature Request,Low,Positive,Grocery List AI,0,2026-01-12
2709,Bug,High,Neutral,Grocery List AI,0,2026-02-03
3169,Feature Request,Medium,Neutral,Scheduling AI,1,2025-11-05
5238,UX Issue,High,Neutral,Scheduling AI,1,2025-08-28
4041,UX Issue,Low,Negative,Grocery List AI,0,2025-09-09
1105,AI Accuracy,High,Neutral,Scheduling AI,0,2025-10-11
1886,Feature Request,Low,Positive,Scheduling AI,0,2025-12-14
1427,AI Accuracy,Low,Neutral,Scheduling AI,0,2025-12-21
2895,Feature Request,High,Neutral,Scheduling AI,0,2025-12-22
1316,AI Accuracy,Low,Positive,Grocery List AI,0,2026-01-27
1634,AI Accuracy,Medium,Negative,Scheduling AI,1,2026-01-30
2925,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-12-16
3056,AI Accuracy,High,Negative,Scheduling AI,0,2025-10-09
4144,Feature Request,Low,Negative,Meal Recommendation AI,1,2026-01-01
3270,Feature Request,Low,Negative,Scheduling AI,0,2025-11-15
2439,UX Issue,Low,Negative,Meal Recommendation AI,1,2025-09-11
1552,AI Accuracy,Medium,Positive,Meal Recommendation AI,0,2026-01-11
1715,AI Accuracy,Low,Positive,Scheduling AI,0,2025-09-19
4911,AI Accuracy,Low,Neutral,Scheduling AI,0,2026-01-19
2713,AI Accuracy,Low,Negative,Scheduling AI,1,2025-12-31
4389,Bug,Low,Negative,Meal Recommendation AI,0,2025-11-01
2107,AI Accuracy,Medium,Negative,Grocery List AI,1,2026-01-15
5206,UX Issue,High,Positive,Grocery List AI,0,2026-01-18
1250,AI Accuracy,Low,Negative,Scheduling AI,0,2025-09-12
3430,AI Accuracy,Medium,Neutral,Grocery List AI,0,2026-02-04
3054,UX Issue,High,Positive,Grocery List AI,0,2025-09-16
1458,UX Issue,Medium,Neutral,Scheduling AI,0,2025-09-22
1207,AI Accuracy,High,Positive,Meal Recommendation AI,0,2025-12-16
1899,AI Accuracy,Medium,Neutral,Scheduling AI,0,2025-11-18
